academia_1,rede_1,cidade_1,estado_1,academia_2,rede_2,cidade_2,estado_2,distancia_km
LEBLON - GAL URQUIZA,BodyTech,Rio de Janeiro,Rio de Janeiro,Leblon,Smartfit,Rio de Janeiro,Rio de Janeiro,0.298
MARISTA,BodyTech,Goiânia,Goiás,Setor Sul,Smartfit,Goiânia,Goiás,0.694
MONT SERRAT,BodyTech,Porto Alegre,Rio Grande do Sul,Anita Mall,Smartfit,Porto Alegre,Rio Grande do Sul,0.16
MORUMBI - MARKET PLACE,BodyTech,São Paulo,São Paulo,Av. Morumbi,Smartfit,São Paulo,São Paulo,0.995
MÉIER,BodyTech,Rio de Janeiro,Rio de Janeiro,Shopping Méier,Smartfit,Rio de Janeiro,Rio de Janeiro,0.588
MÉIER,BodyTech,Rio de Janeiro,Rio de Janeiro,Méier,Smartfit,Rio de Janeiro,Rio de Janeiro,0.796
NATAL SHOPPING,BodyTech,Natal,Rio Grande do Norte,Candelária,Smartfit,Natal,Rio Grande do Norte,0.403
NORTE SHOPPING,BodyTech,Rio de Janeiro,Rio de Janeiro,NorteShopping,Smartfit,Rio de Janeiro,Rio de Janeiro,0.23
NORTE SHOPPING,BodyTech,Rio de Janeiro,Rio de Janeiro,Dom Helder,Smartfit,Rio de Janeiro,Rio de Janeiro,0.184
RECREIO SHOPPING,BodyTech,Rio de Janeiro,Rio de Janeiro,Guiomar Novaes,Smartfit,Rio de Janeiro,Rio de Janeiro,0.636
RECREIO SHOPPING,BodyTech,Rio de Janeiro,Rio de Janeiro,RECREIO – RIO DE JANEIRO (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.81
RIO OFFICE & MALL,BodyTech,Rio de Janeiro,Rio de Janeiro,Estrada de Jacarepaguá,Smartfit,Rio de Janeiro,Rio de Janeiro,0.37
RIO OFFICE & MALL,BodyTech,Rio de Janeiro,Rio de Janeiro,SHOPPING FREGUESIA (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.522
SANTA ROSA,BodyTech,Niterói,Rio de Janeiro,João Pessoa,Smartfit,Niterói,Rio de Janeiro,0.266
SAVASSI,BodyTech,Belo Horizonte,Minas Gerais,Savassi,Smartfit,Belo Horizonte,Minas Gerais,0.809
SAVASSI,BodyTech,Belo Horizonte,Minas Gerais,Rua Rio de Janeiro,Smartfit,Belo Horizonte,Minas Gerais,0.783
SAVASSI,BodyTech,Belo Horizonte,Minas Gerais,Cláudio Manoel,Smartfit,Belo Horizonte,Minas Gerais,0.953
SHOPPING CRYSTAL,BodyTech,Curitiba,Paraná,Shopping Curitiba,Smartfit,Curitiba,Paraná,0.501
SHOPPING DA BAHIA,BodyTech,Salvador,Bahia,Salvador Shopping,Smartfit,Salvador,Bahia,0.948
SHOPPING DA ILHA,BodyTech,São Luís,Maranhão,Cohama,Smartfit,São Luís,Maranhão,0.104
SHOPPING LEBLON,BodyTech,Rio de Janeiro,Rio de Janeiro,Bartolomeu Mitre,Smartfit,Rio de Janeiro,Rio de Janeiro,0.722
SHOPPING LEBLON,BodyTech,Rio de Janeiro,Rio de Janeiro,Leblon,Smartfit,Rio de Janeiro,Rio de Janeiro,0.531
SHOPPING NOVA IGUAÇU,BodyTech,Nova Iguaçu,Rio de Janeiro,Abílio Távora,Smartfit,Nova Iguaçu,Rio de Janeiro,0.839
SHOPPING NOVA IGUAÇU,BodyTech,Nova Iguaçu,Rio de Janeiro,Mário Guimarães,Smartfit,Nova Iguaçu,Rio de Janeiro,0.946
SHOP. PRAIA DA COSTA,BodyTech,Vila Velha,Espírito Santo,Centro Vila Velha,Smartfit,Vila Velha,Espírito Santo,0.897
SHOPPING PÁTIO PAULISTA,BodyTech,São Paulo,São Paulo,Club Homs,Smartfit,São Paulo,São Paulo,0.819
SHOPPING PÁTIO PAULISTA,BodyTech,São Paulo,São Paulo,Paulista,Smartfit,São Paulo,São Paulo,0.711
SHOPPING PÁTIO PAULISTA,BodyTech,São Paulo,São Paulo,Bela Vista I,Smartfit,São Paulo,São Paulo,0.908
SHOPPING PÁTIO PAULISTA,BodyTech,São Paulo,São Paulo,Rua Cubatão,Smartfit,São Paulo,São Paulo,0.393
SHOPPING PÁTIO PAULISTA,BodyTech,São Paulo,São Paulo,Bernardino de Campos,Smartfit,São Paulo,São Paulo,0.481
SHOPPING RECIFE,BodyTech,Recife,Pernambuco,Conselheiro Aguiar,Smartfit,Recife,Pernambuco,0.682
SHOPPING RECIFE,BodyTech,Recife,Pernambuco,Shopping Recife,Smartfit,Recife,Pernambuco,0.362
SHOPPING RECIFE,BodyTech,Recife,Pernambuco,Mix Mateus Boa Viagem,Smartfit,Recife,Pernambuco,0.519
SHOPPING RECIFE,BodyTech,Recife,Pernambuco,SELECT GYM BY PANOBIANCO,Panobianco,Recife,Pernambuco,0.548
SUDOESTE,BodyTech,Brasília,Distrito Federal,Sudoeste II,Smartfit,Brasília,Distrito Federal,0.382
SHOPPING TIJUCA,BodyTech,Rio de Janeiro,Rio de Janeiro,Av. Maracanã I,Smartfit,Rio de Janeiro,Rio de Janeiro,0.617
SHOPPING TIJUCA,BodyTech,Rio de Janeiro,Rio de Janeiro,Boulevard 28,Smartfit,Rio de Janeiro,Rio de Janeiro,0.888
SHOPPING TIJUCA,BodyTech,Rio de Janeiro,Rio de Janeiro,Rua Conde de Bonfim I,Smartfit,Rio de Janeiro,Rio de Janeiro,0.413
SHOPPING TIJUCA,BodyTech,Rio de Janeiro,Rio de Janeiro,Av. Maracanã II,Smartfit,Rio de Janeiro,Rio de Janeiro,0.682
TIJUCA HADDOCK LOBO,BodyTech,Rio de Janeiro,Rio de Janeiro,Haddock Lobo,Smartfit,Rio de Janeiro,Rio de Janeiro,0.108
São Sebastião,Pratique Fitness,Palhoça,Santa Catarina,Bela Vista,Pratique Fitness,Palhoça,Santa Catarina,0.665
Cachoeirinha,Pratique Fitness,Belo Horizonte,Minas Gerais,Nova Floresta,Pratique Fitness,Belo Horizonte,Minas Gerais,0.901
Castelo,Pratique Fitness,Belo Horizonte,Minas Gerais,Castelo 1,Smartfit,Belo Horizonte,Minas Gerais,0.459
Fernão Dias,Pratique Fitness,Belo Horizonte,Minas Gerais,Fernão Dias II,Pratique Fitness,Belo Horizonte,Minas Gerais,0.806
Fernão Dias,Pratique Fitness,Belo Horizonte,Minas Gerais,Minas Shopping,Smartfit,Belo Horizonte,Minas Gerais,0.619
Cabral,Pratique Fitness,Contagem,Minas Gerais,Shopping Contagem,Pratique Fitness,Contagem,Minas Gerais,0.659
Cabral,Pratique Fitness,Contagem,Minas Gerais,Cabral 2,Pratique Fitness,Contagem,Minas Gerais,0.051
Santa Inês,Pratique Fitness,Sabará,Minas Gerais,Santa Inês II,Pratique Fitness,Belo Horizonte,Minas Gerais,0.483
Santa Inês,Pratique Fitness,Sabará,Minas Gerais,Fernão Dias II,Pratique Fitness,Belo Horizonte,Minas Gerais,0.98
Santa Inês II,Pratique Fitness,Belo Horizonte,Minas Gerais,Fernão Dias II,Pratique Fitness,Belo Horizonte,Minas Gerais,0.503
Ouro Preto Prime,Pratique Fitness,Belo Horizonte,Minas Gerais,Ouro Preto II,Pratique Fitness,Belo Horizonte,Minas Gerais,0.021
Santa Mônica,Pratique Fitness,Belo Horizonte,Minas Gerais,Rio Branco,Pratique Fitness,Belo Horizonte,Minas Gerais,0.837
Santa Efigênia,Pratique Fitness,Belo Horizonte,Minas Gerais,ANDRADAS – BELO HORIZONTE (MG),Skyfit,Belo Horizonte,Minas Gerais,0.695
Sete Lagoas,Pratique Fitness,Sete Lagoas,Minas Gerais,SETE LAGOAS (MG),Skyfit,Sete Lagoas,Minas Gerais,0.391
Paqueta,Pratique Fitness,Belo Horizonte,Minas Gerais,PAMPULHA,Panobianco,Belo Horizonte,Minas Gerais,0.211
Mangabeiras,Pratique Fitness,Belo Horizonte,Minas Gerais,Anchieta,Smartfit,Belo Horizonte,Minas Gerais,0.639
Centro de Florianópolis,Pratique Fitness,Florianópolis,Santa Catarina,Beira Mar Norte,Smartfit,Florianópolis,Santa Catarina,0.675
Pagani Prime,Pratique Fitness,Palhoça,Santa Catarina,Pagani 2,Pratique Fitness,Palhoça,Santa Catarina,0.195
Pagani Prime,Pratique Fitness,Palhoça,Santa Catarina,Palhoça,Smartfit,Palhoça,Santa Catarina,0.174
Funcionários,Pratique Fitness,Belo Horizonte,Minas Gerais,Cláudio Manoel,Smartfit,Belo Horizonte,Minas Gerais,0.692
Nova Palhoça - Palhoça,Pratique Fitness,Palhoça,Santa Catarina,Nova Palhoça Rio Grande,Pratique Fitness,Palhoça,Santa Catarina,0.949
João Monlevade Carneirinho,Pratique Fitness,João Monlevade,Minas Gerais,João Monlevade,Smartfit,João Monlevade,Minas Gerais,0.682
Mart Minas,Pratique Fitness,Contagem,Minas Gerais,RESSACA,Panobianco,Contagem,Minas Gerais,0.755
Jardim Atlântico,Pratique Fitness,Florianópolis,Santa Catarina,Estreito,Smartfit,Florianópolis,Santa Catarina,0.712
Só Marcas,Pratique Fitness,Contagem,Minas Gerais,Itaú Power Shopping,Smartfit,Contagem,Minas Gerais,0.733
Campinas,Pratique Fitness,São José,Santa Catarina,Campinas Privillege,Pratique Fitness,São José,Santa Catarina,0.458
Shopping Contagem,Pratique Fitness,Contagem,Minas Gerais,Cabral 2,Pratique Fitness,Contagem,Minas Gerais,0.642
Shopping Contagem,Pratique Fitness,Contagem,Minas Gerais,RESSACA,Panobianco,Contagem,Minas Gerais,0.693
Navegantes,Pratique Fitness,Navegantes,Santa Catarina,Itajaí,Smartfit,Itajaí,Santa Catarina,0.943
Abraão SC,Pratique Fitness,Florianópolis,Santa Catarina,Capoeiras,Pratique Fitness,Florianópolis,Santa Catarina,0.864
Brasil Atacadista II,Pratique Fitness,Palhoça,Santa Catarina,Centro Palhoça,Pratique Fitness,Palhoça,Santa Catarina,0.789
Oiapoque Eldorado,Pratique Fitness,Contagem,Minas Gerais,Riacho das Pedras,Pratique Fitness,Contagem,Minas Gerais,0.655
Oiapoque Eldorado,Pratique Fitness,Contagem,Minas Gerais,Contagem,Smartfit,Contagem,Minas Gerais,0.109
Riacho das Pedras,Pratique Fitness,Contagem,Minas Gerais,Contagem,Smartfit,Contagem,Minas Gerais,0.747
Pagani 2,Pratique Fitness,Palhoça,Santa Catarina,Palhoça,Smartfit,Palhoça,Santa Catarina,0.023
Criciúma Pio Corrêa,Pratique Fitness,Criciúma,Santa Catarina,CRICIUMA (SC),Skyfit,Criciúma,Santa Catarina,0.239
Nova Palhoça Rio Grande,Pratique Fitness,Palhoça,Santa Catarina,Brasil Atacadista 3,Pratique Fitness,Palhoça,Santa Catarina,0.991
Vila Olimpica,Pratique Fitness,Belo Horizonte,Minas Gerais,ALVARO CAMARGOS – BELO HORIZONTE (MG),Skyfit,Belo Horizonte,Minas Gerais,0.883
Centro de Críciuma,Pratique Fitness,Criciúma,Santa Catarina,Criciúma,Smartfit,Criciúma,Santa Catarina,0.386
Augusta,Smartfit,São Paulo,São Paulo,Rua da Consolação II,Smartfit,São Paulo,São Paulo,0.874
Augusta,Smartfit,São Paulo,São Paulo,Avenida Angélica,Smartfit,São Paulo,São Paulo,0.558
Augusta,Smartfit,São Paulo,São Paulo,Baixo Augusta,Smartfit,São Paulo,São Paulo,0.535
Augusta,Smartfit,São Paulo,São Paulo,Alameda Santos,Smartfit,São Paulo,São Paulo,0.847
Augusta,Smartfit,São Paulo,São Paulo,Bela Vista II,Smartfit,São Paulo,São Paulo,0.819
Rua da Consolação II,Smartfit,São Paulo,São Paulo,Avenida Angélica,Smartfit,São Paulo,São Paulo,0.886
Rua da Consolação II,Smartfit,São Paulo,São Paulo,Oscar Freire,Smartfit,São Paulo,São Paulo,0.908
Avenida Angélica,Smartfit,São Paulo,São Paulo,Baixo Augusta,Smartfit,São Paulo,São Paulo,0.67
Baixo Augusta,Smartfit,São Paulo,São Paulo,Bela Vista II,Smartfit,São Paulo,São Paulo,0.397
Oscar Freire,Smartfit,São Paulo,São Paulo,Alameda Santos,Smartfit,São Paulo,São Paulo,0.956
Alameda Santos,Smartfit,São Paulo,São Paulo,Club Homs,Smartfit,São Paulo,São Paulo,0.575
Alameda Santos,Smartfit,São Paulo,São Paulo,Paulista,Smartfit,São Paulo,São Paulo,0.687
Club Homs,Smartfit,São Paulo,São Paulo,Paulista,Smartfit,São Paulo,São Paulo,0.138
Club Homs,Smartfit,São Paulo,São Paulo,Bela Vista I,Smartfit,São Paulo,São Paulo,0.958
Club Homs,Smartfit,São Paulo,São Paulo,Rua Cubatão,Smartfit,São Paulo,São Paulo,0.956
Paulista,Smartfit,São Paulo,São Paulo,Bela Vista I,Smartfit,São Paulo,São Paulo,0.835
Paulista,Smartfit,São Paulo,São Paulo,Rua Cubatão,Smartfit,São Paulo,São Paulo,0.894
Bela Vista I,Smartfit,São Paulo,São Paulo,Liberdade,Smartfit,São Paulo,São Paulo,0.472
Rua Cubatão,Smartfit,São Paulo,São Paulo,Bernardino de Campos,Smartfit,São Paulo,São Paulo,0.284
Higienópolis,Smartfit,São Paulo,São Paulo,Santa Cecília,Smartfit,São Paulo,São Paulo,0.582
Higienópolis,Smartfit,São Paulo,São Paulo,Campos Elíseos,Smartfit,São Paulo,São Paulo,0.981
Santa Cecília,Smartfit,São Paulo,São Paulo,Campos Elíseos,Smartfit,São Paulo,São Paulo,0.653
Bernardino de Campos,Smartfit,São Paulo,São Paulo,Rodrigues Alves,Smartfit,São Paulo,São Paulo,0.957
Shopping Light,Smartfit,São Paulo,São Paulo,Anhangabaú,Smartfit,São Paulo,São Paulo,0.346
Shopping Light,Smartfit,São Paulo,São Paulo,Av. Ipiranga,Smartfit,São Paulo,São Paulo,0.661
Shopping Light,Smartfit,São Paulo,São Paulo,PRAÇA DA SÉ (SP),Skyfit,São Paulo,São Paulo,0.6
Shopping Light,Smartfit,São Paulo,São Paulo,REPÚBLICA,Panobianco,São Paulo,São Paulo,0.403
Anhangabaú,Smartfit,São Paulo,São Paulo,Av. Ipiranga,Smartfit,São Paulo,São Paulo,0.724
Anhangabaú,Smartfit,São Paulo,São Paulo,PRAÇA DA SÉ (SP),Skyfit,São Paulo,São Paulo,0.417
Anhangabaú,Smartfit,São Paulo,São Paulo,REPÚBLICA,Panobianco,São Paulo,São Paulo,0.588
Av. Ipiranga,Smartfit,São Paulo,São Paulo,REPÚBLICA,Panobianco,São Paulo,São Paulo,0.301
Campos Elíseos,Smartfit,São Paulo,São Paulo,Bom Retiro,Smartfit,São Paulo,São Paulo,0.978
Joaquim Floriano,Smartfit,São Paulo,São Paulo,Clodomiro Amazonas II,Smartfit,São Paulo,São Paulo,0.689
Joaquim Floriano,Smartfit,São Paulo,São Paulo,ITAIM BIBI (SP),Skyfit,São Paulo,São Paulo,0.187
Rodrigues Alves,Smartfit,São Paulo,São Paulo,Vila Mariana,Smartfit,São Paulo,São Paulo,0.469
Clodomiro Amazonas II,Smartfit,São Paulo,São Paulo,ITAIM BIBI (SP),Skyfit,São Paulo,São Paulo,0.585
Clélia I,Smartfit,São Paulo,São Paulo,Rua Fábia,Smartfit,São Paulo,São Paulo,0.547
Clélia I,Smartfit,São Paulo,São Paulo,Clelia III,Smartfit,São Paulo,São Paulo,0.956
Clélia I,Smartfit,São Paulo,São Paulo,VILA ROMANA – BRAGANÇA PAULISTA (SP),Skyfit,São Paulo,State of São Paulo,0.694
Canário,Smartfit,São Paulo,São Paulo,Jamaris,Smartfit,São Paulo,São Paulo,0.961
Canário,Smartfit,São Paulo,São Paulo,Bem-te-vi,Smartfit,São Paulo,São Paulo,0.487
Casa Verde Baixa,Smartfit,São Paulo,São Paulo,Carrefour Casa Verde,Smartfit,São Paulo,São Paulo,0.403
Rua Fábia,Smartfit,São Paulo,São Paulo,Clelia III,Smartfit,São Paulo,São Paulo,0.514
Rua Fábia,Smartfit,São Paulo,São Paulo,VILA ROMANA – BRAGANÇA PAULISTA (SP),Skyfit,São Paulo,State of São Paulo,0.216
Rua Fábia,Smartfit,São Paulo,São Paulo,LAPA,Panobianco,São Paulo,São Paulo,0.645
Jamaris,Smartfit,São Paulo,São Paulo,Maracatins,Smartfit,São Paulo,São Paulo,0.69
Bem-te-vi,Smartfit,São Paulo,São Paulo,Maracatins,Smartfit,São Paulo,São Paulo,0.747
Clelia III,Smartfit,São Paulo,São Paulo,VILA ROMANA – BRAGANÇA PAULISTA (SP),Skyfit,São Paulo,State of São Paulo,0.611
Clelia III,Smartfit,São Paulo,São Paulo,LAPA,Panobianco,São Paulo,São Paulo,0.134
Maracatins,Smartfit,São Paulo,São Paulo,Campo Belo,Smartfit,São Paulo,São Paulo,0.891
Brooklin Paulista,Smartfit,São Paulo,São Paulo,Av. Santo Amaro,Smartfit,São Paulo,São Paulo,0.573
Praça da Árvore,Smartfit,São Paulo,São Paulo,Planalto Paulista,Smartfit,São Paulo,São Paulo,0.72
Av. Santo Amaro,Smartfit,São Paulo,São Paulo,Campo Belo,Smartfit,São Paulo,São Paulo,0.926
Av. Prof. Francisco Morato,Smartfit,São Paulo,São Paulo,Butantã Shopping,Smartfit,São Paulo,São Paulo,0.532
Alto do Ipiranga,Smartfit,São Paulo,São Paulo,Sacomã,Smartfit,São Paulo,São Paulo,0.988
Belenzinho,Smartfit,São Paulo,São Paulo,BELÉM,Panobianco,,,0.707
Belenzinho,Smartfit,São Paulo,São Paulo,BELENZINHO,Panobianco,São Paulo,São Paulo,0.714
Corifeu,Smartfit,São Paulo,São Paulo,Bonfiglioli,Smartfit,São Paulo,São Paulo,0.677
Mooca,Smartfit,São Paulo,São Paulo,MOOCA (SP),Skyfit,São Paulo,São Paulo,0.956
Mooca,Smartfit,São Paulo,São Paulo,VILA PRUDENTE,Panobianco,São Paulo,São Paulo,0.821
Guaipá,Smartfit,São Paulo,São Paulo,LAPA – SÃO PAULO (SP),Skyfit,São Paulo,São Paulo,0.985
Av. Itaberaba II,Smartfit,São Paulo,São Paulo,Av. Itaberaba I,Smartfit,São Paulo,São Paulo,0.356
Imirim,Smartfit,São Paulo,São Paulo,Francisco Ranieri,Smartfit,São Paulo,São Paulo,0.74
Vila Prudente,Smartfit,São Paulo,São Paulo,Central Plaza,Smartfit,São Paulo,São Paulo,0.99
Vila Prudente,Smartfit,São Paulo,São Paulo,VILA PRUDENTE,Panobianco,São Paulo,São Paulo,0.304
Assaí Jaguaré,Smartfit,São Paulo,São Paulo,JAGUARÉ,Panobianco,São Paulo,São Paulo,0.401
Av. Itaberaba I,Smartfit,São Paulo,São Paulo,FREGUESIA,Panobianco,São Paulo,São Paulo,0.99
Sam's Club Jabaquara,Smartfit,São Paulo,São Paulo,Leonardo da Vinci,Smartfit,São Paulo,São Paulo,0.159
Sam's Club Jabaquara,Smartfit,São Paulo,São Paulo,Jabaquara,Smartfit,São Paulo,São Paulo,0.574
Leonardo da Vinci,Smartfit,São Paulo,São Paulo,Jabaquara,Smartfit,São Paulo,São Paulo,0.51
Av. Santa Catarina I,Smartfit,São Paulo,São Paulo,Avenida Mascote,Smartfit,São Paulo,São Paulo,0.538
Av. Santa Catarina I,Smartfit,São Paulo,São Paulo,VILA MASCOTE – SP,Panobianco,São Paulo,São Paulo,0.049
Água Fria,Smartfit,São Paulo,São Paulo,Av. Nova Cantareira,Smartfit,São Paulo,São Paulo,0.774
Avenida Mascote,Smartfit,São Paulo,São Paulo,VILA MASCOTE – SP,Panobianco,São Paulo,São Paulo,0.585
Avenida Celso Garcia,Smartfit,São Paulo,São Paulo,METRÔ CARRÃO (SP),Skyfit,São Paulo,São Paulo,0.327
Assaí SCS - Av. Goiás,Smartfit,São Caetano do Sul,São Paulo,SÃO CAETANO DO SUL (SP),Skyfit,São Caetano do Sul,São Paulo,0.665
Av. das Cerejeiras,Smartfit,São Paulo,São Paulo,Bem Barato Parque Novo Mundo,Smartfit,São Paulo,São Paulo,0.819
Pátio Osasco,Smartfit,Osasco,São Paulo,União Osasco,Smartfit,Osasco,São Paulo,0.404
Pátio Osasco,Smartfit,Osasco,São Paulo,VILA YARA – OSASCO (SP),Skyfit,Osasco,São Paulo,0.733
Tatuapé,Smartfit,São Paulo,São Paulo,TATUAPÉ (SP),Skyfit,São Paulo,São Paulo,0.836
União Osasco,Smartfit,Osasco,São Paulo,VILA YARA – OSASCO (SP),Skyfit,Osasco,São Paulo,0.33
Shopping Metrô Tucuruvi,Smartfit,São Paulo,São Paulo,TUCURUVI,Panobianco,São Paulo,São Paulo,0.179
Washington Luís,Smartfit,São Paulo,São Paulo,SANTO AMARO,Panobianco,São Paulo,São Paulo,0.818
Vila Formosa,Smartfit,São Paulo,São Paulo,SAPOPEMBA,Panobianco,São Paulo,São Paulo,0.581
Largo do Taboão,Smartfit,Taboão da Serra,São Paulo,Shopping Taboão,Smartfit,Taboão da Serra,São Paulo,0.472
Largo do Taboão,Smartfit,Taboão da Serra,São Paulo,MARIA ROSA,Panobianco,Taboão da Serra,São Paulo,0.913
Carrefour Fundação,Smartfit,São Caetano do Sul,São Paulo,SÃO CAETANO DO SUL (SP),Skyfit,São Caetano do Sul,São Paulo,0.619
Avenida Conselheiro Carrão,Smartfit,São Paulo,São Paulo,TATUAPÉ (SP),Skyfit,São Paulo,São Paulo,0.74
Avenida Conselheiro Carrão,Smartfit,São Paulo,São Paulo,CARRÃO,Panobianco,São Paulo,São Paulo,0.441
Mais Shopping,Smartfit,São Paulo,São Paulo,SANTO AMARO,Panobianco,São Paulo,São Paulo,0.96
João Dias,Smartfit,São Paulo,São Paulo,ASSAÍ JOÃO DIAS,Panobianco,São Paulo,São Paulo,0.848
Primitiva,Smartfit,Osasco,São Paulo,OSASCO CENTRO,Panobianco,Osasco,São Paulo,0.304
Av. Jardim Japão,Smartfit,São Paulo,São Paulo,JARDIM BRASIL,Panobianco,São Paulo,São Paulo,0.152
Vila Carrão,Smartfit,São Paulo,São Paulo,VILA FORMOSA,Panobianco,São Paulo,São Paulo,0.998
Taboão Outlet,Smartfit,Taboão da Serra,São Paulo,MARIA ROSA,Panobianco,Taboão da Serra,São Paulo,0.651
Shopping Penha,Smartfit,São Paulo,São Paulo,PENHA,Panobianco,São Paulo,São Paulo,0.592
Avenida Taboão,Smartfit,São Bernardo do Campo,São Paulo,SBC TABOÃO,Panobianco,São Bernardo do Campo,São Paulo,0.901
Vila Ema,Smartfit,São Paulo,São Paulo,ROLDÃO VILA EMA,Panobianco,São Paulo,São Paulo,0.286
Shopping Taboão,Smartfit,Taboão da Serra,São Paulo,INTERCONTINENTAL,Panobianco,Taboão da Serra,São Paulo,0.799
Sabará,Smartfit,São Paulo,São Paulo,SABARÁ – JARDIM DIOMAR (SP),Skyfit,São Paulo,São Paulo,0.13
Avenida Amador Bueno,Smartfit,São Paulo,São Paulo,PENHA,Panobianco,São Paulo,São Paulo,0.733
Jardim Miriam,Smartfit,São Paulo,São Paulo,DIADEMA CENTRO,Panobianco,Diadema,São Paulo,0.957
Osasco KM 18,Smartfit,Osasco,São Paulo,KM18 – OSASCO (SP),Skyfit,Osasco,São Paulo,0.232
SP Market,Smartfit,São Paulo,São Paulo,SABARÁ – JARDIM DIOMAR (SP),Skyfit,São Paulo,São Paulo,0.965
Internacional Shopping,Smartfit,Guarulhos,São Paulo,Av. Guarulhos,Smartfit,Guarulhos,São Paulo,0.42
Internacional Shopping,Smartfit,Guarulhos,São Paulo,VILA AUGUSTA – GUARULHOS (SP),Skyfit,Guarulhos,São Paulo,0.757
Av. Guarulhos,Smartfit,Guarulhos,São Paulo,VILA AUGUSTA – GUARULHOS (SP),Skyfit,Guarulhos,São Paulo,0.965
Parque São Lucas,Smartfit,São Paulo,São Paulo,Metrô Sapopemba,Smartfit,São Paulo,São Paulo,0.981
Bem Barato Rudge Ramos,Smartfit,São Bernardo do Campo,São Paulo,CAMINHO DO MAR – SÃO BERNARDO DO CAMPO (SP),Skyfit,São Bernardo do Campo,São Paulo,0.489
Bem Barato Rudge Ramos,Smartfit,São Bernardo do Campo,São Paulo,SBC LIONS,Panobianco,São Bernardo do Campo,São Paulo,0.768
Assaí Anchieta,Smartfit,São Bernardo do Campo,São Paulo,SBC LIONS,Panobianco,São Bernardo do Campo,São Paulo,0.848
Taboão - Kizaemon 1047,Smartfit,Taboão da Serra,São Paulo,D'avó Jardim Clementino,Smartfit,Taboão da Serra,São Paulo,0.223
Taboão - Kizaemon 1047,Smartfit,Taboão da Serra,São Paulo,TABOÃO DA SERRA,Panobianco,Taboão da Serra,São Paulo,0.4
Capelinha,Smartfit,São Paulo,São Paulo,METRÔ CAPÃO – CAPÃO REDONDO (SP),Skyfit,São Paulo,São Paulo,0.727
Shopping Praça da Moça,Smartfit,Diadema,São Paulo,DIADEMA (SP),Skyfit,Diadema,São Paulo,0.655
Sapopemba,Smartfit,São Paulo,São Paulo,Metrô Sapopemba,Smartfit,São Paulo,São Paulo,0.823
Sapopemba,Smartfit,São Paulo,São Paulo,Estação São Mateus,Smartfit,São Paulo,São Paulo,0.581
D'avó Jardim Clementino,Smartfit,Taboão da Serra,São Paulo,TABOÃO DA SERRA,Panobianco,Taboão da Serra,São Paulo,0.62
Rio das Pedras,Smartfit,São Paulo,São Paulo,VILA ANTONIETA,Panobianco,São Paulo,São Paulo,0.318
Grand Plaza,Smartfit,Santo André,São Paulo,CAMPESTRE,Panobianco,Santo André,São Paulo,0.951
Gamelinha,Smartfit,São Paulo,São Paulo,NHOCUNÉ,Panobianco,São Paulo,São Paulo,0.884
Capão Redondo,Smartfit,São Paulo,São Paulo,CAPÃO REDONDO,Panobianco,São Paulo,São Paulo,0.049
Avenida João Paulo II - Embu das Artes,Smartfit,Embu das Artes,São Paulo,PIRAJUSSARA,Panobianco,Taboão da Serra,São Paulo,0.899
Parque das Nações,Smartfit,Santo André,São Paulo,MARTIM FRANSCISCO,Panobianco,Santo André,São Paulo,0.707
Bosque Maia,Smartfit,Guarulhos,São Paulo,GUARULHOS (SP),Skyfit,Guarulhos,São Paulo,0.906
Transguarulhense,Smartfit,Guarulhos,São Paulo,Shopping Pátio Guarulhos,Smartfit,Guarulhos,São Paulo,0.498
Lar ABC Shopping,Smartfit,Santo André,São Paulo,PEREIRA BARRETO,Panobianco,Santo André,São Paulo,0.164
Parque Oratório,Smartfit,Santo André,São Paulo,JORGE BERETTA – SANTO ANDRÉ (SP),Skyfit,Santo André,São Paulo,0.452
Granja Viana - São Camilo,Smartfit,Carapicuíba,São Paulo,GRANJA VIANA – CARAPICUIBA (SP),Skyfit,Carapicuíba,São Paulo,0.49
Poupaki Cidade Dutra,Smartfit,São Paulo,São Paulo,Teotonio Vilela I,Smartfit,São Paulo,São Paulo,0.104
Avenida São Miguel I,Smartfit,São Paulo,São Paulo,BOTURUSSU,Panobianco,São Paulo,São Paulo,0.231
Avenida Castelo Branco,Smartfit,São Bernardo do Campo,São Paulo,SBC CASTELO BRANCO / SP,Panobianco,São Bernardo do Campo,São Paulo,0.456
Pirelli,Smartfit,Santo André,São Paulo,QUEIRÓS FILHO – SANTO ANDRÉ (SP),Skyfit,Santo André,São Paulo,0.63
Shopping Metrô Itaquera,Smartfit,São Paulo,São Paulo,JACU PÊSSEGO – SÃO PAULO (SP),Skyfit,São Paulo,São Paulo,0.792
Shopping Metrô Itaquera,Smartfit,São Paulo,São Paulo,ARENA,Panobianco,São Paulo,São Paulo,0.924
Shopping Metrô Itaquera,Smartfit,São Paulo,São Paulo,ITAQUERA,Panobianco,São Paulo,São Paulo,0.355
Av. Prestes Maia,Smartfit,São Bernardo do Campo,São Paulo,Rua João Pessoa,Smartfit,São Bernardo do Campo,São Paulo,0.722
Jardim Adriana,Smartfit,Guarulhos,São Paulo,COCAIA,Panobianco,Guarulhos,São Paulo,0.418
